"","C245PW0","childid"
"1016",229.92,"0064015C"
"1017",0,"0064016C"
"1018",250.22,"0064017C"
"1019",159.42,"0064018C"
"1020",164.98,"0064019C"
"1021",620.56,"0064020C"
"1022",212.63,"0064021C"
"1023",206.19,"0064022C"
"1024",0,"0064023C"
"1025",241.72,"0064024C"
"1026",688.51,"0064025C"
"1027",304.87,"0066001C"
"1028",183.52,"0066002C"
"1029",206.79,"0066003C"
"1030",195.03,"0066004C"
"1031",311.35,"0066005C"
"1032",NA,"0066006C"
"1033",228.17,"0066007C"
"1034",299.01,"0066008C"
"1035",194.58,"0066009C"
"1036",NA,"0066010C"
"1037",199.82,"0066011C"
"1038",388.69,"0066012C"
"1039",307.45,"0066014C"
"1040",226.26,"0066015C"
"1041",183.52,"0066016C"
"1042",199.18,"0066018C"
"1043",NA,"0066019C"
"1044",0,"0066020C"
"1045",195.03,"0066021C"
"1046",220.49,"0066023C"
"1047",296.14,"0066024C"
"1048",0,"0067001C"
"1049",0,"0067002C"
"1050",192.33,"0067003C"
"1051",460.62,"0067004C"
"1052",0,"0067005C"
"1053",640.88,"0067007C"
"1054",195.76,"0067008C"
"1055",173.74,"0067009C"
"1056",580.81,"0067010C"
"1057",234.11,"0067011C"
"1058",234.86,"0067012C"
"1059",460.62,"0067013C"
"1060",604.46,"0067014C"
"1061",547.81,"0067015C"
"1062",164.01,"0067016C"
"1063",180.25,"0067017C"
"1064",169.73,"0067018C"
"1065",191.71,"0067019C"
"1066",180.38,"0067020C"
"1067",169.73,"0067021C"
"1068",499.92,"0067022C"
"1069",169.73,"0067023C"
"1070",579.95,"0067024C"
"1071",652.9,"0069001C"
"1072",603.76,"0069002C"
"1073",0,"0069003C"
"1074",461.88,"0069004C"
"1075",490.86,"0069005C"
"1076",625.42,"0069006C"
"1077",701.08,"0069007C"
"1078",490.86,"0069008C"
"1079",473.22,"0069009C"
"1080",594,"0069010C"
"1081",0,"0069011C"
"1082",569.45,"0069012C"
"1083",651.53,"0069013C"
"1084",0,"0069015C"
"1085",761.01,"0069017C"
"1086",271.76,"0069018C"
"1087",199.58,"0069019C"
"1088",554.92,"0069020C"
"1089",553.13,"0069022C"
"1090",502.91,"0069023C"
"1091",553.13,"0069024C"
"1092",NA,"0070002C"
"1093",NA,"0070003C"
"1094",NA,"0070004C"
"1095",NA,"0070005C"
"1096",NA,"0070006C"
"1097",NA,"0070007C"
"1098",NA,"0070008C"
"1099",NA,"0070009C"
"1100",NA,"0070010C"
"1101",NA,"0070011C"
"1102",NA,"0070012C"
"1103",0,"0070013C"
"1104",NA,"0070014C"
"1105",NA,"0070015C"
"1106",NA,"0070017C"
"1107",NA,"0070018C"
"1108",NA,"0070020C"
"1109",NA,"0070021C"
"1110",NA,"0070022C"
"1111",NA,"0070023C"
"1112",NA,"0071001C"
"1113",NA,"0071002C"
"1114",NA,"0071003C"
"1115",NA,"0071004C"
"1116",0,"0071005C"
"1117",NA,"0071006C"
"1118",NA,"0071007C"
"1119",295.62,"0071008C"
"1120",NA,"0071009C"
"1121",NA,"0071010C"
"1122",NA,"0071011C"
"1123",296.58,"0071012C"
"1124",230.54,"0071013C"
"1125",NA,"0071014C"
"1126",NA,"0071015C"
"1127",0,"0071016C"
"1128",NA,"0071017C"
"1129",NA,"0071018C"
"1130",NA,"0071019C"
"1131",NA,"0071020C"
"1132",NA,"0071021C"
"1133",NA,"0071022C"
"1134",NA,"0071023C"
"1135",NA,"0071024C"
"1136",676.04,"0072001C"
"1137",154.17,"0072002C"
"1138",467.13,"0072003C"
"1139",478.59,"0072004C"
"1140",467.13,"0072005C"
"1141",495.27,"0072006C"
"1142",182.92,"0072007C"
"1143",432.4,"0072008C"
"1144",180.37,"0072009C"
"1145",417.42,"0072010C"
"1146",426.29,"0072011C"
"1147",0,"0072012C"
"1148",0,"0072013C"
"1149",185.48,"0072014C"
"1150",561.23,"0072015C"
"1151",157.96,"0072017C"
"1152",0,"0072018C"
"1153",236.51,"0072019C"
"1154",174.29,"0072020C"
"1155",NA,"0073001C"
"1156",114.45,"0073002C"
"1157",114.45,"0073003C"
"1158",NA,"0073004C"
"1159",114.82,"0073005C"
"1160",114.45,"0073007C"
"1161",128.95,"0073008C"
"1162",112.07,"0073009C"
"1163",0,"0073010C"
"1164",0,"0073011C"
"1165",119.1,"0073012C"
"1166",160.11,"0073013C"
"1167",NA,"0073015C"
"1168",112.07,"0073016C"
"1169",114.82,"0073017C"
"1170",NA,"0073018C"
"1171",116.87,"0073019C"
"1172",118.82,"0073020C"
"1173",190.42,"0073021C"
"1174",114.44,"0073022C"
"1175",135.6,"0073023C"
"1176",114.82,"0073024C"
"1177",112.07,"0073025C"
"1178",NA,"0075001C"
"1179",116.6,"0075002C"
"1180",245.54,"0075003C"
"1181",0,"0075004C"
"1182",376.35,"0075005C"
"1183",240.43,"0075006C"
"1184",288.86,"0075007C"
"1185",NA,"0075008C"
"1186",281.94,"0075009C"
"1187",298.93,"0075010C"
"1188",245.54,"0075011C"
"1189",246.33,"0075012C"
"1190",245.51,"0075013C"
"1191",255.52,"0075014C"
"1192",240.43,"0075015C"
"1193",240.43,"0075016C"
"1194",339.49,"0075017C"
"1195",NA,"0075018C"
"1196",NA,"0075019C"
"1197",245.54,"0075020C"
"1198",246.33,"0075021C"
"1199",255.52,"0075022C"
"1200",245.54,"0075023C"
"1201",254.92,"0075024C"
"1202",106.02,"0077001C"
"1203",111.96,"0077002C"
"1204",102.21,"0077003C"
"1205",181.46,"0077005C"
"1206",NA,"0077006C"
"1207",99.76,"0077007C"
"1208",NA,"0077008C"
"1209",99.76,"0077009C"
"1210",105.77,"0077010C"
"1211",NA,"0077011C"
"1212",122.74,"0077012C"
"1213",116.98,"0077013C"
"1214",128.44,"0077014C"
"1215",NA,"0077015C"
"1216",NA,"0077016C"
"1217",156.16,"0077018C"
"1218",NA,"0077019C"
"1219",99.76,"0077020C"
"1220",NA,"0077021C"
"1221",0,"0077022C"
"1222",106.02,"0077023C"
"1223",106.02,"0077024C"
"1224",0,"0078001C"
"1225",85.69,"0078002C"
"1226",304.7,"0078003C"
"1227",0,"0078004C"
"1228",858,"0078005C"
"1229",276.14,"0078006C"
"1230",245.07,"0078007C"
"1231",245.07,"0078009C"
"1232",250.28,"0078010C"
"1233",1179.29,"0078011C"
"1234",1182.07,"0078012C"
"1235",259.84,"0078013C"
"1236",294.44,"0078014C"
"1237",302.15,"0078015C"
"1238",296.52,"0078016C"
"1239",259.84,"0078018C"
"1240",840.16,"0078020C"
"1241",311.14,"0078021C"
"1242",245.07,"0078022C"
"1243",0,"0078023C"
"1244",259.84,"0078024C"
"1245",267.16,"0080001C"
"1246",355.1,"0080002C"
"1247",198.11,"0080003C"
"1248",0,"0080004C"
"1249",247.88,"0080005C"
"1250",265.69,"0080006C"
"1251",258.97,"0080007C"
"1252",244.25,"0080008C"
"1253",382.51,"0080009C"
"1254",237.25,"0080010C"
"1255",693.6,"0080011C"
"1256",787.91,"0080013C"
"1257",328.43,"0080014C"
"1258",317.84,"0080015C"
"1259",254.17,"0080016C"
"1260",242.96,"0080017C"
"1261",0,"0080018C"
"1262",261.87,"0080019C"
"1263",945.86,"0080020C"
"1264",246.32,"0080021C"
"1265",767.81,"0080022C"
"1266",249.44,"0080023C"
"1267",NA,"0080024C"
"1268",226.74,"0081001C"
"1269",259.72,"0081002C"
"1270",234.64,"0081003C"
"1271",0,"0081004C"
"1272",NA,"0081005C"
"1273",NA,"0081007C"
"1274",229.03,"0081008C"
"1275",221.3,"0081009C"
"1276",220.78,"0081011C"
"1277",NA,"0081012C"
"1278",NA,"0081013C"
"1279",NA,"0081014C"
"1280",208.24,"0081015C"
"1281",208.24,"0081016C"
"1282",229.03,"0081018C"
"1283",220.78,"0081019C"
"1284",208.24,"0081020C"
"1285",NA,"0081021C"
"1286",229.03,"0081022C"
"1287",305.52,"0081023C"
"1288",NA,"0081024C"
"1289",85.18,"0083001C"
"1290",1048.22,"0083002C"
"1291",1280.72,"0083004C"
"1292",1387.66,"0083005C"
"1293",1019.51,"0083006C"
"1294",1291.54,"0083007C"
"1295",1023.11,"0083008C"
"1296",0,"0083009C"
"1297",290.47,"0083010C"
"1298",1142.1,"0083012C"
"1299",1103.65,"0083014C"
"1300",999.4,"0083016C"
"1301",322.35,"0083017C"
"1302",1129.91,"0083018C"
"1303",0,"0083019C"
"1304",0,"0083020C"
"1305",387.17,"0083021C"
"1306",0,"0083022C"
"1307",NA,"0083023C"
"1308",0,"0083024C"
"1309",0,"0084001C"
"1310",144.02,"0084002C"
"1311",75.69,"0084003C"
"1312",0,"0084004C"
"1313",NA,"0084005C"
"1314",94.46,"0084006C"
"1315",249.74,"0084007C"
"1316",221.64,"0084009C"
"1317",241.33,"0084010C"
"1318",NA,"0084011C"
"1319",265.4,"0084012C"
"1320",328.25,"0084013C"
"1321",0,"0084014C"
"1322",240.55,"0084015C"
"1323",231.13,"0084016C"
"1324",241.33,"0084017C"
"1325",226.32,"0084018C"
"1326",249.74,"0084019C"
"1327",267.31,"0084020C"
"1328",NA,"0084021C"
"1329",NA,"0084022C"
"1330",221.64,"0084023C"
"1331",0,"0084024C"
"1332",56.51,"0085001C"
"1333",0,"0085002C"
"1334",56.51,"0085003C"
"1335",55.15,"0085004C"
"1336",56.51,"0085005C"
"1337",65.55,"0085006C"
"1338",53.17,"0085007C"
"1339",55.15,"0085008C"
"1340",51.9,"0085010C"
"1341",NA,"0085011C"
"1342",51.9,"0085012C"
"1343",0,"0085013C"
"1344",NA,"0085014C"
"1345",57.7,"0085015C"
"1346",51.9,"0085016C"
"1347",55.02,"0085017C"
"1348",58.48,"0085018C"
"1349",55.02,"0085019C"
"1350",94.95,"0085020C"
"1351",56.32,"0085021C"
"1352",55.02,"0085022C"
"1353",58.48,"0085023C"
"1354",56.32,"0085024C"
"1355",148.93,"0086002C"
"1356",140.43,"0086003C"
"1357",223.43,"0086004C"
"1358",269.43,"0086005C"
"1359",236.86,"0086006C"
"1360",223.43,"0086007C"
"1361",231.96,"0086008C"
"1362",228.14,"0086010C"
"1363",223.43,"0086011C"
"1364",223.43,"0086012C"
"1365",0,"0086013C"
"1366",224.15,"0086015C"
"1367",224.15,"0086016C"
"1368",231.96,"0086017C"
"1369",237.44,"0086020C"
"1370",0,"0086021C"
"1371",231.96,"0086022C"
"1372",218.78,"0086023C"
"1373",246.52,"0086024C"
"1374",NA,"0088001C"
"1375",NA,"0088002C"
"1376",NA,"0088003C"
"1377",NA,"0088005C"
"1378",NA,"0088006C"
"1379",NA,"0088007C"
"1380",NA,"0088008C"
"1381",NA,"0088009C"
"1382",NA,"0088010C"
"1383",NA,"0088011C"
"1384",NA,"0088012C"
"1385",NA,"0088013C"
"1386",NA,"0089001C"
"1387",112.76,"0089002C"
"1388",256.86,"0089003C"
"1389",208.83,"0089004C"
"1390",NA,"0089005C"
"1391",208.34,"0089006C"
"1392",310.48,"0089007C"
"1393",200.67,"0089008C"
"1394",248.51,"0089009C"
"1395",201.32,"0089010C"
"1396",213.26,"0089011C"
"1397",205.57,"0089012C"
"1398",208.34,"0089013C"
"1399",NA,"0089014C"
"1400",201.32,"0089015C"
"1401",288.29,"0089016C"
"1402",333.36,"0089017C"
"1403",271.27,"0089018C"
"1404",310.48,"0089019C"
"1405",NA,"0089020C"
"1406",213.24,"0089021C"
"1407",NA,"0089022C"
"1408",NA,"0089024C"
"1409",NA,"0091001C"
"1410",NA,"0091002C"
"1411",NA,"0091003C"
"1412",NA,"0091004C"
"1413",NA,"0091005C"
"1414",NA,"0091006C"
"1415",NA,"0091007C"
"1416",NA,"0091008C"
"1417",NA,"0091009C"
"1418",NA,"0091010C"
"1419",NA,"0091012C"
"1420",NA,"0091013C"
"1421",NA,"0091014C"
"1422",NA,"0091015C"
"1423",NA,"0091016C"
"1424",NA,"0091017C"
"1425",314.66,"0091018C"
"1426",0,"0091019C"
"1427",NA,"0091021C"
"1428",NA,"0091022C"
"1429",NA,"0091023C"
"1430",NA,"0091024C"
"1431",216.84,"0093003C"
"1432",204.04,"0093004C"
"1433",244.35,"0093005C"
"1434",0,"0093006C"
"1435",244.35,"0093007C"
"1436",NA,"0093008C"
"1437",216.33,"0093009C"
"1438",239.26,"0093010C"
"1439",204.04,"0093011C"
"1440",209.04,"0093012C"
"1441",244.35,"0093013C"
"1442",NA,"0093014C"
"1443",NA,"0093015C"
"1444",0,"0093016C"
"1445",208.37,"0093017C"
"1446",208.35,"0093018C"
"1447",237.93,"0093019C"
"1448",365.55,"0093020C"
"1449",206.12,"0093021C"
"1450",209.04,"0093023C"
"1451",221.44,"0093024C"
"1452",211.36,"0095001C"
"1453",382.87,"0095002C"
"1454",246.31,"0095003C"
"1455",154.88,"0095004C"
"1456",155.4,"0095005C"
"1457",499.65,"0095006C"
"1458",191.59,"0095007C"
"1459",0,"0095008C"
"1460",0,"0095009C"
"1461",166.7,"0095010C"
"1462",713.83,"0095011C"
"1463",0,"0095012C"
"1464",0,"0095013C"
"1465",NA,"0095014C"
"1466",164.61,"0095015C"
"1467",273.89,"0095016C"
"1468",188.58,"0095017C"
"1469",183.51,"0095018C"
"1470",158.94,"0095020C"
"1471",343.13,"0095022C"
"1472",151.67,"0095023C"
"1473",467.9,"0097001C"
"1474",117.86,"0097003C"
"1475",232.04,"0097005C"
"1476",117.86,"0097006C"
"1477",124.95,"0097007C"
"1478",122.36,"0097008C"
"1479",0,"0097009C"
"1480",122.36,"0097010C"
"1481",0,"0097012C"
"1482",138.21,"0097013C"
"1483",0,"0097014C"
"1484",0,"0097015C"
"1485",141.13,"0097016C"
"1486",122.36,"0097017C"
"1487",0,"0097018C"
"1488",122.36,"0097019C"
"1489",127.9,"0097020C"
"1490",146.52,"0097021C"
"1491",143.49,"0097022C"
"1492",0,"0097023C"
"1493",198.68,"0097024C"
"1494",0,"0097025C"
"1495",0,"0098001C"
"1496",451.58,"0098002C"
"1497",0,"0098003C"
"1498",0,"0098004C"
"1499",1223.73,"0098005C"
"1500",0,"0098007C"
"1501",NA,"0098008C"
"1502",0,"0098010C"
"1503",1521.06,"0098012C"
"1504",0,"0098013C"
"1505",0,"0098014C"
"1506",0,"0098015C"
"1507",419.42,"0098016C"
"1508",275.32,"0098017C"
"1509",425.92,"0098018C"
"1510",0,"0098019C"
"1511",0,"0098020C"
"1512",1465.09,"0098021C"
"1513",0,"0098022C"
"1514",0,"0098023C"
"1515",273.41,"0098024C"
"1516",0,"0099004C"
"1517",NA,"0099005C"
"1518",428.03,"0099008C"
"1519",NA,"0099016C"
"1520",0,"0099017C"
"1521",252.15,"0099018C"
"1522",NA,"0099021C"
"1523",NA,"0099023C"
"1524",0,"0100004C"
"1525",0,"0100013C"
"1526",0,"0100014C"
"1527",0,"0100015C"
"1528",0,"0100017C"
"1529",0,"0100018C"
"1530",0,"0100020C"
"1531",0,"0100021C"
"1532",0,"0100023C"
"1533",0,"0100024C"
"1534",0,"0101001C"
"1535",0,"0101002C"
"1536",0,"0101003C"
"1537",0,"0101004C"
"1538",198.49,"0101005C"
"1539",0,"0101006C"
"1540",128.75,"0101007C"
"1541",NA,"0101008C"
"1542",NA,"0101009C"
"1543",0,"0101010C"
"1544",428.25,"0101011C"
"1545",NA,"0101012C"
"1546",NA,"0101013C"
"1547",576.87,"0101014C"
"1548",NA,"0101015C"
"1549",353.16,"0101016C"
"1550",NA,"0101017C"
"1551",NA,"0101018C"
"1552",NA,"0101019C"
"1553",NA,"0101020C"
"1554",NA,"0101021C"
"1555",518.23,"0101022C"
"1556",518.23,"0101023C"
"1557",NA,"0101024C"
"1558",0,"0102001C"
"1559",0,"0102002C"
"1560",0,"0102003C"
"1561",303.13,"0102004C"
"1562",0,"0102005C"
"1563",0,"0102006C"
"1564",244.5,"0102008C"
"1565",208.55,"0102009C"
"1566",337.53,"0102010C"
"1567",NA,"0102011C"
"1568",0,"0102012C"
"1569",281.93,"0102013C"
"1570",324.42,"0102014C"
"1571",0,"0102015C"
"1572",305.98,"0102016C"
"1573",244.5,"0102017C"
"1574",1176.52,"0102018C"
"1575",0,"0102019C"
"1576",788.7,"0102020C"
"1577",0,"0102021C"
"1578",0,"0102022C"
"1579",0,"0102023C"
"1580",0,"0102024C"
"1581",NA,"0103001C"
"1582",0,"0103002C"
"1583",NA,"0103003C"
"1584",NA,"0103004C"
"1585",384.15,"0103005C"
"1586",0,"0103006C"
"1587",0,"0103007C"
"1588",NA,"0103008C"
"1589",347.71,"0103009C"
"1590",NA,"0103010C"
"1591",NA,"0103011C"
"1592",NA,"0103014C"
"1593",0,"0103015C"
"1594",336,"0103016C"
"1595",NA,"0103017C"
"1596",293.95,"0103018C"
"1597",347.71,"0103019C"
"1598",NA,"0103020C"
"1599",312.07,"0103021C"
"1600",NA,"0103022C"
"1601",NA,"0103023C"
"1602",NA,"0103024C"
"1603",0,"0104001C"
"1604",117.63,"0104002C"
"1605",111.36,"0104003C"
"1606",146.02,"0104006C"
"1607",181.55,"0104007C"
"1608",223.45,"0104008C"
"1609",0,"0104009C"
"1610",0,"0104010C"
"1611",121.34,"0104012C"
"1612",NA,"0104014C"
"1613",0,"0104019C"
"1614",134.51,"0104025C"
"1615",0,"0104027C"
"1616",377.91,"0105001C"
"1617",421.05,"0105002C"
"1618",994.13,"0105003C"
"1619",970.31,"0105004C"
"1620",0,"0105005C"
"1621",0,"0105006C"
"1622",NA,"0105007C"
"1623",0,"0105008C"
"1624",0,"0105009C"
"1625",0,"0105010C"
"1626",0,"0105011C"
"1627",0,"0105012C"
"1628",0,"0105013C"
"1629",0,"0105014C"
"1630",0,"0105015C"
"1631",0,"0105016C"
"1632",1344.5,"0105017C"
"1633",0,"0105018C"
"1634",0,"0105019C"
"1635",0,"0105020C"
"1636",0,"0105021C"
"1637",0,"0105022C"
"1638",0,"0105023C"
"1639",0,"0105024C"
"1640",0,"0110001C"
"1641",223.49,"0110003C"
"1642",289.99,"0110004C"
"1643",NA,"0110005C"
"1644",0,"0110006C"
"1645",720.94,"0110007C"
"1646",410.02,"0110008C"
"1647",0,"0110009C"
"1648",NA,"0110010C"
"1649",0,"0110011C"
"1650",0,"0110012C"
"1651",712.3,"0110013C"
"1652",1203.72,"0110014C"
"1653",0,"0110015C"
"1654",0,"0110016C"
"1655",981.33,"0110017C"
"1656",NA,"0110018C"
"1657",714.6,"0110019C"
"1658",0,"0110020C"
"1659",1017.62,"0110021C"
"1660",0,"0110022C"
"1661",245.51,"0110023C"
"1662",0,"0110024C"
"1663",NA,"0113002C"
"1664",126.09,"0113003C"
"1665",NA,"0113004C"
"1666",68.08,"0113005C"
"1667",NA,"0113006C"
"1668",117.98,"0113008C"
"1669",NA,"0113009C"
"1670",NA,"0113010C"
"1671",NA,"0113011C"
"1672",74.82,"0113012C"
"1673",NA,"0113013C"
"1674",NA,"0113014C"
"1675",95.69,"0113015C"
"1676",NA,"0113016C"
"1677",90.37,"0113017C"
"1678",NA,"0113018C"
"1679",126.43,"0113019C"
"1680",404.14,"0114001C"
"1681",0,"0114002C"
"1682",985.93,"0114003C"
"1683",267.68,"0114004C"
"1684",0,"0114005C"
"1685",391.48,"0114006C"
"1686",325.41,"0114007C"
"1687",0,"0114008C"
"1688",363.06,"0114009C"
"1689",0,"0114010C"
"1690",358.18,"0114011C"
"1691",NA,"0114012C"
"1692",0,"0114013C"
"1693",418.23,"0114014C"
"1694",996.35,"0114015C"
"1695",0,"0114017C"
"1696",0,"0114018C"
"1697",0,"0114019C"
"1698",0,"0114020C"
"1699",385.38,"0114021C"
"1700",0,"0114022C"
"1701",0,"0114023C"
"1702",NA,"0114024C"
"1703",0,"0115001C"
"1704",0,"0115002C"
"1705",719.66,"0115003C"
"1706",774.85,"0115004C"
"1707",215.18,"0115006C"
"1708",151.68,"0115007C"
"1709",159.17,"0115008C"
"1710",150.12,"0115009C"
"1711",0,"0115010C"
"1712",223.51,"0115011C"
"1713",202.96,"0115012C"
"1714",747.16,"0115013C"
"1715",0,"0115014C"
"1716",0,"0115016C"
"1717",0,"0115017C"
"1718",139.28,"0115018C"
"1719",158.57,"0115019C"
"1720",150.12,"0115020C"
"1721",0,"0115021C"
"1722",460,"0115022C"
"1723",0,"0115023C"
"1724",177.25,"0115024C"
"1725",302.69,"0116001C"
"1726",229.56,"0116002C"
"1727",203.73,"0116004C"
"1728",NA,"0116005C"
"1729",216,"0116006C"
"1730",226.07,"0116007C"
"1731",213.14,"0116008C"
"1732",309.32,"0116009C"
"1733",NA,"0116011C"
"1734",NA,"0116012C"
"1735",225.29,"0116013C"
"1736",262.78,"0116014C"
"1737",NA,"0116015C"
"1738",261.93,"0116016C"
"1739",291.05,"0116017C"
"1740",291.74,"0116018C"
"1741",221.83,"0116019C"
"1742",288.15,"0116020C"
"1743",0,"0116021C"
"1744",216,"0116022C"
"1745",0,"0116023C"
"1746",216,"0116024C"
"1747",390.97,"0117002C"
"1748",0,"0117003C"
"1749",232.82,"0117004C"
"1750",293.19,"0117005C"
"1751",NA,"0117006C"
"1752",0,"0117007C"
"1753",0,"0117008C"
"1754",434.69,"0117010C"
"1755",279.14,"0117012C"
"1756",0,"0117013C"
"1757",0,"0117014C"
"1758",230.35,"0117015C"
"1759",NA,"0117016C"
"1760",0,"0117017C"
"1761",NA,"0117018C"
"1762",NA,"0117019C"
"1763",283.42,"0117020C"
"1764",376.58,"0117021C"
"1765",292.24,"0117022C"
"1766",NA,"0117023C"
"1767",0,"0117024C"
"1768",NA,"0118001C"
"1769",0,"0118002C"
"1770",211.83,"0118003C"
"1771",NA,"0118004C"
"1772",150.74,"0118005C"
"1773",NA,"0118006C"
"1774",206.7,"0118007C"
"1775",139.38,"0118008C"
"1776",0,"0118009C"
"1777",NA,"0118010C"
"1778",NA,"0118011C"
"1779",199.79,"0118012C"
"1780",149.61,"0118013C"
"1781",158.85,"0118014C"
"1782",136.94,"0118015C"
"1783",NA,"0118016C"
"1784",213.88,"0118017C"
"1785",223.76,"0118018C"
"1786",NA,"0118019C"
"1787",0,"0118020C"
"1788",148.12,"0118021C"
"1789",218.4,"0118022C"
"1790",NA,"0118023C"
"1791",218.42,"0118024C"
"1792",0,"0118025C"
"1793",NA,"0119001C"
"1794",NA,"0119002C"
"1795",98.99,"0119003C"
"1796",0,"0119005C"
"1797",0,"0119007C"
"1798",NA,"0119008C"
"1799",102.32,"0119009C"
"1800",0,"0119010C"
"1801",138.33,"0119011C"
"1802",147.72,"0119012C"
"1803",95.85,"0119013C"
"1804",0,"0119014C"
"1805",NA,"0119015C"
"1806",0,"0119016C"
"1807",115.85,"0119017C"
"1808",NA,"0119018C"
"1809",NA,"0119019C"
"1810",NA,"0119020C"
"1811",99.19,"0119021C"
"1812",101.99,"0119022C"
"1813",NA,"0119023C"
"1814",NA,"0119024C"
"1815",NA,"0119025C"
"1816",NA,"0119026C"
"1817",NA,"0119027C"
"1818",106.52,"0120001C"
"1819",NA,"0120002C"
"1820",218.94,"0120004C"
"1821",0,"0120007C"
"1822",354.34,"0120008C"
"1823",222.81,"0120012C"
"1824",143.37,"0120014C"
"1825",228.86,"0120016C"
"1826",148.28,"0120017C"
"1827",224.31,"0120020C"
"1828",0,"0120021C"
"1829",0,"0120023C"
"1830",155.6,"0120024C"
"1831",NA,"0121001C"
"1832",NA,"0121002C"
"1833",NA,"0121003C"
"1834",NA,"0121004C"
"1835",NA,"0121005C"
"1836",NA,"0121006C"
"1837",NA,"0121007C"
"1838",NA,"0121008C"
"1839",NA,"0121009C"
"1840",0,"0122001C"
"1841",0,"0122002C"
"1842",0,"0122003C"
"1843",0,"0122004C"
"1844",90.01,"0122005C"
"1845",86.17,"0122007C"
"1846",52.89,"0122008C"
"1847",54,"0122009C"
"1848",62.98,"0122010C"
"1849",0,"0122012C"
"1850",171.47,"0122013C"
"1851",191.88,"0122014C"
"1852",65.75,"0122015C"
"1853",56.07,"0122016C"
"1854",57.58,"0122017C"
"1855",0,"0122018C"
"1856",0,"0122019C"
"1857",65.75,"0122022C"
"1858",57.4,"0122024C"
"1859",170.29,"0122025C"
"1860",81.27,"0122026C"
"1861",0,"0124001C"
"1862",0,"0124002C"
"1863",0,"0124003C"
"1864",342.62,"0124004C"
"1865",0,"0124005C"
"1866",0,"0124006C"
"1867",0,"0124008C"
"1868",318.21,"0124009C"
"1869",0,"0124010C"
"1870",0,"0124011C"
"1871",0,"0124012C"
"1872",318.21,"0124013C"
"1873",0,"0124014C"
"1874",0,"0124015C"
"1875",0,"0124018C"
"1876",0,"0124020C"
"1877",0,"0124021C"
"1878",214.27,"0124022C"
"1879",0,"0124023C"
"1880",0,"0124024C"
"1881",0,"0125001C"
"1882",0,"0125002C"
"1883",0,"0125003C"
"1884",0,"0125004C"
"1885",NA,"0125005C"
"1886",NA,"0125006C"
"1887",0,"0125007C"
"1888",NA,"0125008C"
"1889",0,"0125009C"
"1890",NA,"0125010C"
"1891",0,"0125011C"
"1892",0,"0125013C"
"1893",0,"0125015C"
"1894",0,"0125016C"
"1895",0,"0125017C"
"1896",0,"0125018C"
"1897",NA,"0125019C"
"1898",NA,"0125021C"
"1899",0,"0125022C"
"1900",0,"0125023C"
"1901",0,"0125024C"
"1902",NA,"0125025C"
"1903",76.56,"0128001C"
"1904",NA,"0128002C"
"1905",NA,"0128003C"
"1906",72.43,"0128004C"
"1907",454.35,"0128005C"
"1908",233.49,"0128006C"
"1909",424.84,"0128007C"
"1910",0,"0128008C"
"1911",241.62,"0128009C"
"1912",0,"0128010C"
"1913",312.39,"0128011C"
"1914",206.05,"0128012C"
"1915",238.13,"0128013C"
"1916",199.11,"0128014C"
"1917",369.15,"0128015C"
"1918",NA,"0128016C"
"1919",0,"0128017C"
"1920",241.62,"0128018C"
"1921",232.73,"0128019C"
"1922",194.34,"0128020C"
"1923",210.92,"0128021C"
"1924",249.13,"0128022C"
"1925",NA,"0128023C"
"1926",NA,"0128024C"
"1927",0,"0128025C"
"1928",NA,"0131001C"
"1929",NA,"0131002C"
"1930",0,"0131003C"
"1931",134.57,"0131004C"
"1932",0,"0131005C"
"1933",NA,"0131006C"
"1934",499.12,"0131007C"
"1935",423.83,"0131008C"
"1936",472.54,"0131009C"
"1937",410.86,"0131010C"
"1938",NA,"0131011C"
"1939",588.15,"0131012C"
"1940",397.03,"0131013C"
"1941",360.98,"0131014C"
"1942",535.02,"0131015C"
"1943",0,"0131016C"
"1944",0,"0131017C"
"1945",394.44,"0131018C"
"1946",377.8,"0131019C"
"1947",386.28,"0131020C"
"1948",0,"0131021C"
"1949",498.34,"0131022C"
"1950",603.94,"0131023C"
"1951",545.88,"0131024C"
"1952",NA,"0131025C"
"1953",48.6,"0132001C"
"1954",0,"0132002C"
"1955",161.04,"0132003C"
"1956",194.08,"0132004C"
"1957",217.7,"0132005C"
"1958",230.61,"0132006C"
"1959",540.6,"0132007C"
"1960",730.9,"0132009C"
"1961",157.69,"0132010C"
"1962",157.69,"0132011C"
"1963",157.69,"0132012C"
"1964",161.04,"0132013C"
"1965",167.59,"0132014C"
"1966",167.19,"0132015C"
"1967",161.04,"0132017C"
"1968",161.04,"0132018C"
"1969",177.68,"0132019C"
"1970",161.56,"0132020C"
"1971",157.69,"0132021C"
"1972",161.56,"0132022C"
"1973",519.49,"0132023C"
"1974",242.33,"0132024C"
"1975",0,"0133001C"
"1976",193.48,"0133002C"
"1977",143.59,"0133003C"
"1978",173.35,"0133005C"
"1979",140.61,"0133006C"
"1980",152.6,"0133007C"
"1981",143.59,"0133008C"
"1982",153.1,"0133009C"
"1983",149.08,"0133010C"
"1984",183.79,"0133011C"
"1985",149.43,"0133012C"
"1986",241.33,"0133014C"
"1987",153.1,"0133017C"
"1988",251.91,"0133019C"
"1989",177.03,"0133020C"
"1990",NA,"0133021C"
"1991",NA,"0133022C"
